Node1,Node2
P30876,Q9BTT4
Q02790,Q15185
Q16531,Q96SW2
Q9UBC2,Q9Y6R0
P62877,Q9H0H3
O75940,P08579
Q14562,Q9UMS4
Q86XF0,Q96DP5
Q9UPT9,Q9Y4A5
O43602,P14136
P0CG47,Q9Y239
Q5TD94,Q9UI46
Q92922,Q9H8M2
P23771,P55317
Q9H8H0,Q9NQZ2
P49815,Q13131
Q9BTT0,Q9H9F9
P15056,P28482
O75771,P40692
P04150,P04637
O43143,Q9BQ67
O14965,P38398
O14775,P49798
O95347,Q9BPX3
O60293,Q86U42
P22460,Q14722
O00567,Q9H501
P62136,Q9UKF6
P55735,Q9BW27
P05112,Q01113
Q8IU81,Q9H1B7
P20226,Q5VWG9
Q8NFH4,Q9BW27
P09622,P82909
Q86YN6,Q9NVC6
P01222,P48546
P98172,Q5JZY3
O15145,Q8WUW1
P10415,Q6ZNE5
O95931,R4GMX3
O14495,Q92539
P07900,Q13546
O75197,Q9GZT5
Q9UIF3,Q9UL16
O15371,P61221
O14641,P53350
P25025,P78423
Q13094,Q8WV28
O75394,Q9HB96
P00505,Q16773
P82933,Q8IXM3
P62917,Q9UHA3
O75581,Q9ULW2
P01344,P24593
P28907,Q9HAN9
O95619,P01106
O60313,Q9Y3D6
P62879,Q13371
P52732,Q9BVG8
P14635,P52732
Q02241,Q8NI77
P02008,P05412
Q6ZNE5,Q9GZQ8
Q15274,Q8TCD5
O14641,O75084
P09016,P09629
P01116,P42338
O15504,P78406
Q13501,Q13546
Q9UG01,Q9Y547
P19784,P68400
Q6ZN18,Q9BSM1
O94907,Q9UBV4
P10600,P37023
Q9BTZ2,Q9HAY6
Q13427,Q9Y3C6
P49815,Q5VZM2
O95926,Q8N5F7
O00566,P62979
O75367,P62805
P22460,Q9Y6J6
P47224,Q07890
Q92499,Q9Y224
Q06587,Q969R5
P42766,Q6RFH5
P30049,P56385
O95219,Q15836
P08311,P48595
O43897,Q9H2X0
O75821,P25398
Q02241,Q15398
B8ZZ87,Q9NRH3
P20936,P62070
O96019,Q52LR7
Q14690,Q9NY93
P0CG47,P20618
P22695,Q99798
O75792,Q07864
P02647,P02760
P10632,P11712
P0CG48,Q96RU2
Q7Z7C7,Q9NR63
P12882,P12883
Q9UDT6,Q9UHL9
P23219,Q16647
P50613,P52657
Q99816,Q9BRG1
Q14997,Q99436
Q9H501,Q9Y3T9
Q07955,Q86U42
P55769,Q9H8H0
P50148,Q96RI0
P30154,Q13522
Q02413,Q13835
P23396,P82933
P54136,Q5T160
O75752,P07686
P04233,Q6DKI1
P22087,P78345
P62310,Q8WVK2
Q86VZ6,Q92797
P11021,P27824
P15153,P16885
P20618,P25789
O43678,O75251
P69849,Q969V3
P60520,Q13772
Q8TCT0,Q9NY59
O00566,Q68CQ4
P10635,Q6UWM9
P01730,P16070
P09661,Q8WWY3
P43246,Q19AV6
Q8IY92,Q9BX63
Q5SRE5,Q8WUM0
Q96FZ7,Q9UN37
P01579,Q9NZQ7
Q92572,Q9Y587
O15042,P08579
O95169,P06576
Q8TD19,Q9Y283
P08514,Q9Y4G6
P84098,Q96IZ7
P50914,Q9HB96
O15296,P18054
O43776,O75879
A8MYK1,Q9BYC8
B9A064,P78540
Q8IYD8,Q9HB96
Q6P2C8,Q9NPJ6
O75822,P08708
O00472,Q15370
P25440,P62805
P56270,Q14807
O14964,Q99816
P54578,Q14997
O43674,P20674
P01111,Q15052
P62993,Q9UBK5
Q96EL2,Q9P015
O75888,Q02223
O14776,Q9NW64
P24385,P35222
O75439,P28331
Q92922,Q9NZM4
O00221,Q01201
O95619,Q92481
P28074,Q99436
P78396,Q13309
P25398,P60228
P15498,P61224
P62753,P62917
I3L0E3,Q4U2R6
P40337,Q15369
P02749,P02765
O14672,P78536
P82664,Q9Y3U8
P01236,P01588
P55017,Q96J92
P84085,Q9ULH1
P30203,Q13094
P43490,Q9Y6E7
P11802,Q92797
P10301,P62070
P16455,P40692
P25791,P41182
P40763,Q92793
P13569,P27824
P19634,P28482
Q9NW13,Q9NYH9
O43678,P14927
P55196,P62070
P07148,Q8WTV0
O60306,P62304
O15399,Q93086
P11388,Q14674
O00463,Q9NYJ8
P21589,Q5MY95
P19838,P40763
P01375,Q13651
P09496,Q10567
P34810,Q9BZS1
O95433,P07900
P13500,Q99731
Q86W47,Q9NPA1
P60709,Q9H0E9
P61313,Q9UHA3
Q05BQ5,Q9H0E9
O75688,Q07837
P82933,Q13405
P17302,Q9H4B7
P56962,Q16623
O00268,Q92750
P12004,P24385
Q02742,Q9NY28
P16234,P21781
P35226,Q8IXK0
P05231,Q13651
P11161,Q06889
P51659,Q08426
P10767,P21802
P11912,Q07325
Q5VWG9,Q6SJ96
Q8NHZ8,Q9UJX4
P01579,P20702
Q92547,Q99708
P14866,P26599
P20226,Q14919
P02647,P02787
P39023,P42766
Q5VZY2,Q96PD7
P56192,Q5ST30
P53816,Q8WUD6
P19174,P29992
Q969V4,Q9UIF3
P18206,P35221
P12644,Q8N8U9
P99999,Q12931
Q13620,Q92466
P62318,Q9BTD8
P61513,Q9HB96
O43676,P31930
P20591,Q15646
O43402,Q5J8M3
P19387,Q9Y535
P52298,Q6PJT7
P14415,P54709
O75419,Q9Y5N6
O75676,P53778
Q66K64,Q92466
P05204,P82933
O43674,P03923
P62877,Q8IXQ5
Q9H9Y2,Q9NW13
P05423,P20226
Q9BRD0,Q9H6L4
Q7Z4L5,Q9P2L0
P09630,P31268
O95045,P11172
P61964,Q9Y5Z7
P62805,Q96HA7
P18054,P35354
Q9NWU5,Q9P0M9
O95478,P22090
P28331,Q9Y375
O75581,Q14696
O96013,Q15052
P00519,P29322
O75469,P11712
P61619,Q9NRP0
Q17RG1,Q9Y221
P18405,P51857
P62805,P62987
Q07866,Q9NSK0
P28838,P36269
O95619,Q68DK7
Q9HCU5,Q9Y6B6
Q9NS00,Q9NSC7
P14672,Q9UIQ6
P26012,Q9UKX5
P29353,Q07890
O00463,P25942
O95777,Q13435
P11216,Q16851
P00748,P01042
P05093,P14061
P16234,P98077
P28482,P32121
P19387,P62280
O00512,Q9BRQ0
P60059,P61619
Q15910,Q9UQR0
Q13263,Q13547
P10114,Q9Y4G8
Q08999,Q14209
P55735,Q92734
O60341,Q14687
P08311,P29466
Q03111,Q6PD62
Q6PD62,Q9Y5B9
Q15554,Q9NUX5
Q5VZY2,Q8WUD6
P49207,P84098
P20648,Q93050
Q02241,Q96GD4
P01116,Q7LDG7
P62805,Q9Y265
O15498,P54920
P10606,P15954
P82930,Q9Y676
O43395,O95777
P09012,P09661
A0A0B4J1Y9,P04070
P10144,P48023
Q96PF2,Q9UJT2
Q7L5N7,Q9UBM1
Q68CZ1,Q9H6L2
P52848,Q16394
Q9NVX2,Q9Y5J1
O95714,Q96BY6
Q13263,Q9Y6K1
O00567,P25398
O00566,Q9NY12
O14777,P52732
Q99728,Q9UJX5
Q15029,Q92917
Q14157,Q8IXK0
P05198,P50914
Q99816,Q9H9H4
P15313,Q9Y5K8
O15524,Q15370
Q96EN8,Q96I15
Q9H444,Q9UQN3
P46527,Q5TAQ9
P41091,P55884
P05019,P24593
O60603,P61073
P01023,P22894
P18615,Q03111
O14757,P30305
P11712,P78329
Q9BY50,Q9Y6A9
O43174,P40394
O15516,P10276
P41968,Q92847
P01730,P29016
P25787,P61289
P46926,Q96EK6
O95168,Q9BU61
P14635,Q99661
Q92539,Q92903
Q8NHQ9,Q9GZL7
P20815,P54855
P02647,P05067
P19440,Q8WUX2
Q6DKI1,Q9Y2R9
Q969X6,Q9GZL7
Q9BYC8,Q9Y6G3
Q4U2R6,Q96DV4
P55769,P62318
Q9C000,Q9ULZ3
P98160,Q9NP95
P61088,Q13546
P09960,Q9NPC1
P01579,P09341
Q13901,Q9NQZ2
Q8N2C7,Q9P2D8
P04004,P18827
P15954,P17568
P30049,P47985
H3BN98,P42766
P42766,Q96RP9
P14635,P61024
P04920,P55011
Q8N983,Q9P0M9
P61619,P82675
Q96SY0,Q9NVM9
P51003,Q86U42
Q8TEL6,Q92466
P49755,Q13445
P05388,P82664
Q9BW27,Q9UKX7
Q86TM6,Q96DZ1
O15553,P51812
Q92985,Q9Y6K5
Q9BS16,Q9NSP4
P42285,Q8WTT2
P43307,P43308
O00268,Q00403
P49207,Q9HA92
P00505,P14174
Q8N442,Q9HA92
P42766,Q9BYG3
Q93097,Q9UBT3
Q99622,Q9ULJ7
Q03111,Q03164
P61619,P62249
Q96A33,Q9BVK8
O75616,P82933
P53618,Q96JB2
P49588,Q5JTZ9
O60783,Q96EY7
Q8WVZ9,Q9Y2M5
P02788,P31997
Q9H6T3,Q9NUG6
Q66GS9,Q9HC77
Q6P1L8,Q9BQ48
Q9H0A0,Q9Y4C8
O60493,O75436
Q15650,Q9UKL0
O00566,Q01780
O00567,Q9BQ67
P05198,P19525
P07737,Q93015
P11172,Q9BXI3
P33992,Q9Y248
Q8N8D1,Q9BV90
P36954,Q8WVC0
O14965,P31350
Q03701,Q13895
Q5T2R2,Q9NZJ6
Q8TDN6,Q9UNQ2
O75439,P12074
P51398,Q9BQ48
P78504,Q9Y219
P25789,Q99436
Q13237,Q9UPR5
O43151,Q9H9S0
O95168,Q9UI09
O60896,P01258
O43623,O60341
P62829,Q9NZL4
P54284,Q06432
P43403,Q8WV28
P19387,Q14690
Q13617,Q9H6Z9
Q6STE5,Q9NPI1
P08247,P20336
Q8TAM1,Q99832
O76021,P22087
P20226,P53803
P98161,Q13563
Q9H583,Q9NQZ2
P51617,Q9Y616
P13569,Q5T2W1
Q8IYJ0,Q9UKJ1
P25398,Q96L21
P50148,Q9ULW2
P84103,Q86U42
O00483,O75251
O43172,Q9UK45
P49406,P61619
P52434,Q9BTT4
O43237,O75935
Q9H0F5,Q9Y223
P10606,P13073
P09919,P0DML2
P18206,Q14315
P23435,Q9ULB1
K7ESF6,Q13263
Q96L50,Q9Y248
O75342,P18054
P82932,P82933
P62877,Q96ME1
Q9H501,Q9NQZ2
Q96G21,Q9NYH9
Q8IY81,Q9GZL7
P60880,Q92777
P14920,P21549
P61326,Q13247
P05161,Q96C10
Q9H0A0,Q9NW08
Q9H0E9,Q9HCI7
Q8N3U4,Q9H4I0
O00231,O75832
P02778,P78423
P62318,Q8WXD5
O75379,Q13190
P62917,Q6W5P4
P11172,Q96BW1
Q15003,Q6IBW4
O15264,P08047
O14682,Q13829
P24593,Q13219
Q9UJX5,Q9UKT4
O95721,Q13277
P20226,P25440
Q04721,Q96JK9
P42285,Q99547
P02708,P07510
O43719,Q7RTV0
Q9P0J6,Q9UI43
O00268,Q7Z7C8
P05164,P24158
O60333,O75204
P24158,P61626
P55010,P62857
Q9BRG1,Q9NZZ3
P62877,Q8NHY2
Q9H0E9,Q9H2F5
P08684,P08842
O14775,O95490
P06576,P13073
Q13084,Q9Y676
P33992,Q8WVB6
P56645,Q9C0J9
O15550,P84243
P12074,Q9H425
Q9UBD5,Q9UFC0
P84098,Q14137
P42766,Q9H9Y2
P07992,P20585
P62277,Q9BYC8
P40938,Q8WVB6
P25788,P25789
Q86U42,Q9UKF6
O14950,P35579
P84098,Q5T8A7
P51178,Q9NYT0
Q8TAT6,Q96CS3
P10144,P29353
P29973,Q9UMX6
P55344,Q16864
P36954,Q9NWA0
Q16850,Q99720
Q13232,Q5TCS8
P33991,P40938
O75446,P25490
O15498,P56962
P01579,P40763
P51452,P54829
P60953,P68366
P04629,Q9NP95
P82933,Q14999
O15528,Q07973
P39748,P43246
Q5T8A7,Q9P015
P09012,Q9BTD8
P51116,Q13283
Q8WTT2,Q9H501
P04070,P07225
Q9UI30,Q9UNQ2
O00459,Q9Y4H2
Q6PJI9,Q96MD2
O60449,Q9UMR7
O00139,Q9BVA1
Q13895,Q9UNQ2
P01116,P42771
P82664,P82675
Q9P2N7,Q9Y2M5
O00268,Q15291
P17931,P31994
P42285,Q9NYH9
Q8N3R9,Q9BUF7
O15054,Q15022
P10144,P13591
P51809,P61266
P19174,Q9UBK5
P09619,Q9NRA1
Q9NX24,Q9Y221
P14780,Q99075
O15111,Q01201
O00268,Q71DI3
Q9BRJ2,Q9Y2R9
P14635,P53350
P11488,Q14028
Q07955,Q15696
Q99728,Q9UJX2
P23458,P60568
Q9H598,Q9P2U7
O00566,P78316
Q9NRX2,Q9NZL4
P51532,Q6STE5
P0DN25,Q9NSC7
P53618,P61923
P10244,Q969S3
Q96BP2,Q9BQ48
P19367,P35575
P62805,Q9C005
P08579,Q9Y4Y9
P01033,P09237
P28370,Q92922
O75832,Q9BRP4
Q14684,Q9Y221
Q96A35,Q9UI43
Q15370,Q8N7H5
Q9BSM1,Q9HC52
P35658,Q8TEM1
P52198,Q13829
P04196,Q6Q788
P37198,Q9BW27
P06340,P13747
Q5VTL8,Q8NAV1
P24864,Q969H0
P10606,Q9BQ61
O15297,Q00987
P62304,Q9H6L4
O00512,P41235
P09234,Q13435
Q9NZZ3,Q9UN37
P42766,Q8TDN6
P56945,Q15654
P27635,Q9NZM5
Q8NEB9,Q9UBF8
O14791,P02649
P83731,Q9HB96
O14686,Q8NEZ4
P39023,P60468
A4D1B5,P49768
P25787,P28065
P01571,P19838
Q9H501,Q9NW13
P55072,Q9GZP9
P05165,P16219
P46734,Q7L7X3
P07942,P18084
O95969,Q13296
P24394,P60568
P60568,Q9HBE5
P54840,P62136
P10301,Q92565
P49915,Q9BXI3
O15399,P51575
P62072,Q9Y5L4
P62805,Q9NQR1
P32745,Q9BXC9
P42224,Q15646
P15502,P17931
O60739,P62851
P82933,Q5JRM2
O14777,Q99661
P56537,Q9GZL7
O60337,Q9NZN8
Q56P42,Q9ULZ3
P36873,Q96KQ4
O60573,Q53F19
P01100,P20749
Q9H598,Q9P2U8
Q13011,Q16836
P57740,Q8WUM0
P22090,P26373
Q71SY5,Q9H204
P19235,Q9Y4H2
P17252,P19174
Q04917,Q92934
Q13601,Q9NV06
O95219,P56962
P10636,Q9UNE7
O14936,Q9HAP6
Q15428,Q9HCG8
P01588,P81172
Q13895,Q15050
P53778,Q15759
O14638,Q9BXI3
P25788,Q92530
P28066,P51665
O43603,O60755
P46094,P78423
O00483,Q7KZN9
P02768,P09486
O75251,P03915
P01106,P20226
P62917,Q969Q0
P0CG48,P63208
P17861,Q76MJ5
O43290,Q7RTV0
Q8NB16,Q9NZZ3
P19387,Q9HA92
P09874,Q9BQ69
P62714,Q68E01
Q08211,Q86U42
Q96FZ7,Q9H444
P04843,P61803
O43678,P00395
P51911,P62736
Q13829,Q9UNN5
P22087,Q8IWA0
P07900,Q07954
P49848,Q92759
P02774,P62736
Q969F8,Q9UHF0
P54855,Q9UGB7
O43914,P16885
Q8NB66,Q9UQ26
O60869,P84098
O75400,P17844
O43623,P19022
P10720,Q9NRJ3
O00585,P32248
P01116,P43405
Q8N4V1,Q9NPA0
Q14582,Q9UH92
P23526,Q9UBC3
O15264,P07196
P18065,Q5JXC2
Q13618,Q13829
Q9NVC6,Q9Y3C7
P51787,Q12809
P29992,P37288
Q06432,Q9NY47
Q13885,Q9BVA1
P62495,Q05639
P23396,Q9BYC8
P25398,P63220
O14981,P20226
O43172,P62318
O43353,Q92974
P05231,P09619
Q8TDN6,Q96G21
P25398,Q02543
P56962,Q9UEU0
P02751,P26012
P16234,P23560
O60218,P05091
O15169,Q9UJU2
Q9Y5J9,Q9Y5L4
P36959,Q9Y227
Q96RP9,Q9P0M9
O14810,Q16623
P25398,Q9BVJ6
P42766,P62266
P10720,Q9Y258
Q5T200,Q9H204
Q8TCD5,Q9BZQ4
P22087,Q9BYG3
P19440,P48507
P25685,Q9H078
Q3SYC2,Q99685
P25490,P84243
Q99741,Q9UM11
P27694,P49959
P60468,P61513
P15880,Q9NW08
O75380,Q86YC2
P20132,P78330
O14561,O75251
P06756,Q9UQP3
P18859,P56381
P42766,Q9NV31
P61224,Q92569
O95168,P03923
P36543,Q52LC2
P22087,Q9Y3T9
P40337,Q15370
O60573,Q14240
P61421,Q96NT0
P40763,Q9H9S0
O60573,Q04637
Q9Y291,Q9Y676
P20618,Q06323
P62072,Q53H12
O43299,Q96JI7
P32248,P49407
Q13823,Q9Y221
P04233,P62979
P21281,Q96NT0
Q13200,Q16401
P22314,P45974
P04637,P25963
P62899,Q9Y221
P42338,Q9UBK5
P20908,Q02809
Q03701,Q15269
P10114,Q12967
O75154,P84085
Q15269,Q9Y221
Q15397,Q9NW13
Q9NPG1,Q9ULK5
O15121,Q8TCT0
O75376,Q9BYV9
O95182,P31930
Q8NHQ9,Q9UGY1
P51116,P61978
O00327,Q92793
P42356,Q9Y2I7
O00463,Q92956
O14640,P68400
P25398,P60059
Q92844,Q96CV9
P49756,P52298
Q16526,Q9UGI9
O14980,P42704
O60508,Q96BP3
P02649,P56589
O75643,Q7RTV0
P04233,Q96EH5
P50454,Q32P28
P20226,Q9Y3C7
Q9H1K0,Q9NRW7
P32969,Q9GZL7
P46777,P62917
Q8TEM1,Q96EE3
Q06710,Q92911
P60709,P62805
O75396,P56962
P20226,P50613
P53618,P53621
P12235,P30405
Q9NW64,Q9Y3C6
P14222,Q9UL17
O75251,O95299
O60755,O75600
Q9BXT4,Q9NQI0
P46781,Q9BYC8
P11802,Q99828
O75356,P36959
P60866,P82673
P82650,P82930
P61604,Q99832
Q9BPX5,Q9P1U1
P61086,Q8WVD3
O00585,P01579
O95398,P10114
P27695,Q96T60
O75554,O95777
O00459,P40189
Q9UHD2,Q9Y2E6
P20396,Q9UKU6
P06340,P20963
Q6P582,Q96RT7
O15534,Q16526
P33992,P35250
Q99616,Q9NRJ3
Q99798,Q9P0M9
O00505,P19838
O95249,Q15836
P09486,Q9NY15
P23511,Q6SJ96
Q9BV38,Q9Y6V7
P20226,Q92804
Q8IWA0,Q9Y221
P14635,P20248
P02743,Q9Y5P4
Q70CQ3,Q96AP4
P11172,Q9NWZ5
Q9Y2X0,Q9Y3C7
P00480,P31327
P17752,P63104
O75807,Q9NZJ5
O75293,Q96S65
Q8WXH0,Q9Y613
Q6P1A2,Q6ZNC8
P09960,P20292
P33992,Q9BVW5
O00566,Q9NVP1
P07948,Q9NWQ8
Q8WTT2,Q9NW13
P50148,Q92847
P29466,Q13546
P20132,P23526
O75821,P62753
P28907,Q9Y6E7
O43448,P22460
P45973,Q13112
O14735,Q9UG56
Q8NFJ9,Q9BXC9
Q68DK2,Q6DKK2
O60934,Q15554
Q99616,Q9Y258
O43504,Q7L523
P20700,P50402
P83881,Q9UHA3
Q13769,Q96FV9
Q86WI3,Q9NPP4
P04181,P78540
P62753,Q9UBQ5
O43921,Q5JZY3
Q8NI36,Q9NW08
Q9NQ66,Q9P2W3
O95721,P51809
P51553,P51571
Q04721,Q9NR61
Q8TAE8,Q9H9J2
Q15006,Q8N766
O75529,Q9NPA8
P49961,Q7LG56
B4E171,Q99816
P07305,P49321
P13688,Q8TDQ0
P25398,Q6NTE8
O00487,Q16401
P02741,P02751
P32969,Q9BYC8
Q6IQ49,Q9UMS4
P30041,P46439
P55317,Q92908
P05198,P62979
O00244,P35670
P62877,Q969U6
P05164,P14780
Q9NPD3,Q9NZN8
P84243,Q9UNL4
O15155,O75396
Q9NVN8,Q9Y221
Q14137,Q9NYH9
Q969E8,Q9UHA3
O14793,O95633
Q86YB8,Q9BS26
P78504,Q9Y5J3
Q16774,Q8TCD5
Q969V3,Q96A33
O00566,Q9NX24
Q71RH2,Q9BX95
P09629,P09630
O43572,P31323
Q9NPH9,Q9UHD0
P23258,Q9BT25
P42766,Q2NL67
P62314,P62318
P62314,Q9NW64
P07737,P50552
P42356,Q9BYI3
O00566,Q9H6R4
P22090,P62899
P09972,P35575
O95299,P31930
P82930,Q96EY7
O15372,P41091
P46939,Q13424
P00505,P30038
P07339,P11279
Q9Y265,Q9Y4R8
P49888,Q53GQ0
P31939,Q9BXI3
Q13131,Q9Y376
Q10588,Q9BQG2
O60921,P40938
P01137,Q03167
P28482,Q9UN42
Q15067,Q9NR19
Q92583,Q969D9
O00268,O75529
Q12834,Q9NSP4
O60869,P46782
Q07021,Q9Y2R2
O95863,Q14974
P46527,P78396
P24941,P46527
Q9NZQ8,Q9P0L9
O75821,P62841
P01008,P02656
O43290,Q9Y3B4
P50613,P52655
O00206,O43187
Q96A35,Q9P015
Q86VH2,Q99835
P60520,Q9H6L5
Q7L0Y3,Q9UJA5
O60359,Q13698
P23515,Q9NQC3
P17535,P45983
O43914,P55008
O60573,P60842
P15172,Q02078
Q92466,Q9UPU5
P17568,Q9P0J0
P19525,Q9UII4
P12644,Q15465
P31645,Q16623
P00736,P02741
P63272,Q8N5P1
O96017,P43246
Q9NWS0,Q9UBK9
P02489,P26998
Q14165,Q8TCJ2
O96011,Q96HA9
O14907,O14908
O00401,O94868
O43639,Q13094
O43464,Q13490
P19784,Q99496
O95822,Q13085
P01116,P16234
P11712,P46439
Q92900,Q9UKV8
P32320,P41238
O43143,Q03701
P10144,P55210
Q13427,Q16678
P09001,P84098
Q6ZN44,Q9NZU1
P62070,Q07890
Q13487,Q92966
P84243,Q15291
P01730,P10145
Q92979,Q9Y221
P11712,P49326
P42766,P61513
Q92793,Q9UBG7
P06756,P18084
P78345,Q99714
P82663,Q9Y291
Q3SYG4,Q8N3I7
O00401,P14317
O15254,Q9NR19
P20290,P42766
O14733,Q16539
Q96G21,Q9BQ67
P04233,P06340
P04844,Q86YN1
Q4U2R6,Q96E11
P07911,P41181
P20815,P24462
P10599,P19838
P10916,P50461
P09104,Q16822
P23443,Q15648
O00566,P62277
P23109,P36959
P49959,Q86YC2
O00459,Q9BTU6
P14635,Q02241
P08238,P13569
O43174,P20815
P63162,Q15459
Q99075,Q9Y5R2
P23396,P57772
P14778,P18510
P98161,Q9HBA0
P17676,Q92793
O95450,P02461
P39023,P82664
P51149,Q9HA65
Q01860,Q9H9S0
P01730,Q6PIZ9
P82930,Q9NP92
Q96G23,Q9HA82
P07204,Q9UNN8
P01308,P19838
Q9NUP9,Q9NZW5
Q9BVI4,Q9Y5J1
P35557,Q96G03
O75312,P68104
Q7L590,Q9UBD5
P01730,P20138
P56282,Q14691
Q00325,Q9Y6C9
Q05519,Q14498
P62750,P82933
P00568,P55263
P29350,Q05639
P13500,P42830
Q01860,Q96ST3
Q09472,Q6ZRS2
O15047,Q9UPP1
P29992,P35368
Q96RN5,Q9Y3C7
O15105,Q6ZNA4
P63208,Q13619
Q92611,Q96Q80
Q02241,Q5TB30
P62241,Q9UNQ2
P62380,Q6P1X5
P35575,P52789
P08238,Q9NWS0
P24864,P33552
P56537,Q02543
P54132,Q9BX63
P05067,Q99523
P09661,P62312
P51948,Q5VWG9
O14640,O75581
P28482,Q13233
P19387,Q9Y5B9
O95479,P35557
O00268,P62875
P05771,Q00722
P42704,Q9Y5Z4
P05091,Q4G176
P45974,P54578
P08579,P62306
P46783,P60228
Q9HB29,Q9UBH0
P01100,P04150
O60563,P51825
O00459,P05556
H3BMG3,P82933
P33991,Q6PL18
Q9UBZ9,Q9UI95
Q92797,Q9H0L4
Q07837,Q9UM01
Q8TCT0,Q9NXE4
P08138,Q9NQC3
O43174,P10632
P05165,Q08426
P36959,Q8TCD5
P02649,P04004
O95926,P16383
O60674,P16234
Q96Q80,Q9GZP9
P26439,P37059
O15371,Q8N3F8
P82663,P82673
P0CG48,P60900
O75822,P20042
P22087,Q9NV31
Q16880,Q8WUD6
O95619,Q9H0E9
P05198,P46776
Q16518,Q9NZN9
Q13224,Q9P2E2
P35916,Q15389
P36954,P52655
O43674,O43678
P27707,Q5EBM0
P21675,Q92759
O75822,P55010
P46778,Q9Y221
Q8TDY2,Q9H492
P01185,P05091
Q9BYQ0,Q9BYQ3
P63208,Q9Y4X5
P28328,Q03111
P01308,P35557
Q8IXJ6,Q9BQG2
Q15427,Q9H6L4
O43678,P09669
P0CG47,Q9HAU4
P46060,Q99666
P35408,Q9HAV0
P07737,P18206
P24390,Q99470
Q9H9J2,Q9Y676
P05112,P24394
O95239,Q02241
Q9H444,Q9HD42
P09471,Q00722
O95644,P28482
O14965,Q969H0
Q96EB6,Q9NRC8
O00442,Q9NQZ2
O00459,P35968
Q02543,Q96L21
P00491,Q8TCD5
P13569,Q9HD26
Q15393,Q7RTV0
Q8TEM1,Q9NRG9
P60520,Q9Y4P1
P03971,Q04771
P48664,Q92993
O60840,Q9UBN1
O43172,Q8WVK2
Q16678,Q16772
Q10589,Q9C035
Q5T653,Q9BQ48
Q9BQ67,Q9BYG3
P02763,Q9P0S3
P42696,Q9GZL7
P20718,Q13241
P05198,Q9UI10
P01137,Q15796
Q12874,Q8NAV1
Q9BQ48,Q9BZE1
Q12933,Q92844
G3V2F7,Q9UNE7
Q06547,Q9BVA1
Q96FV9,Q96J01
P20336,P60880
P01133,Q9NP95
Q9UBP4,Q9Y6F9
P47897,Q5JTZ9
A0A140T963,Q9UN37
O00329,P10301
Q03111,Q15370
P60006,Q9UJX4
O14561,O43678
Q8IXM3,Q9P0M9
O96008,Q9Y5L4
O15541,Q9P021
P08571,P17947
P20226,Q15648
O43555,P27361
P19838,P19876
P82673,Q9H2K0
P60880,Q9P2U7
Q13185,Q9UKL0
P07992,P32780
Q7KZN9,Q9BSH4
O00459,P08138
P05204,Q02543
Q99798,Q9P2R7
P07197,Q9NSK0
P36954,Q9P1U0
P01566,P01567
P82663,Q9Y676
O75586,Q9BTT4
O43674,P03891
O43927,P13500
O95249,P54920
P27694,Q9H9A7
P49257,P53618
Q12809,Q13936
O75616,Q9Y2R9
P32969,P57772
P11217,Q8TD86
P61353,Q9Y221
P07992,Q96SD1
P25116,Q9UNN8
Q14118,Q16586
Q12830,Q9UGU5
P61086,Q96PU5
O94906,Q15459
P56962,Q96JC1
P43403,Q13094
P04233,P30050
O14965,Q9NWT8
Q15800,Q16850
P02771,P06731
P49848,Q9NVC6
Q15796,Q9UJU2
Q9BYD1,Q9H9J2
Q4U2R6,Q9Y3D3
P27635,P84098
P04844,P27824
P82279,Q8N3R9
Q7L5N7,Q9UJA2
P61247,Q9NQZ2
Q9BVP2,Q9NQZ2
O43464,Q96CA5
O43818,O60832
Q99848,Q9NY93
O14907,P35222
P60174,Q8N0Y7
P48556,P62191
P82909,Q92665
P33992,Q12834
O43818,Q9Y5J1
Q13895,Q8TED0
O00746,Q9Y5B8
P10176,P12074
Q8TEM1,Q99567
P08637,P20138
P17844,P38919
P62877,Q9UKB1
O43521,Q92843
P09467,Q16877
O60662,Q13829
Q15819,Q9UBZ9
O60504,P18206
P46736,Q8IXK0
O00401,Q8NHR9
Q9NQZ2,Q9NW13
O95398,P53778
Q9GZN1,Q9NPF5
P32241,P41587
P00480,Q04446
P35557,Q9BUM1
Q14126,Q9BTV4
Q4U2R6,Q7Z2W9
O95721,Q5SQN1
Q08AM6,Q92562
P06756,Q9NZW4
P35475,Q12794
O43237,P47756
Q14BN4,Q9NVK5
P28482,P53355
P10916,Q32MK0
O95926,Q15029
Q8TAD8,Q9H6L4
P11488,P18545
P35398,Q14332
P25490,Q06587
O60832,Q13601
P12074,P13073
Q96ES7,Q9UPT9
O60306,P62318
P16499,Q02846
P10916,Q15746
O95466,P0CG37
P19438,P25445
P39023,Q9HB96
P11047,Q14112
Q99832,Q9Y3A3
P17568,Q9NX14
P28062,Q9UL46
A0A0A6YYL6,P84098
P17405,Q12918
P04264,P20930
O43674,P00395
P07585,Q9HD89
Q13033,Q9ULQ0
Q9GZL7,Q9NVX2
Q8N5P1,Q8N7H5
O95478,Q9Y2R9
O00505,P18754
P62491,Q15836
P13500,P49238
P18206,Q8IY67
P09972,P50053
Q16850,Q9UKR5
P22694,Q9UPR5
P14625,Q9NYU2
P11216,P54840
Q9BZE4,Q9NQZ2
O95168,P14927
O95398,P62070
O00469,Q8NBJ5
Q14289,Q8TDY2
O00220,Q15628
O14777,Q02241
